taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/KY635787	KY635787	-	1422	NULL	Bangladesh	2015	Anas sp.	-	A5|D1|A12|H7|A8|N1|A|A	H7N1	A/duck/Bangladesh/24692/2015
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752446_NA	SRR28752446_NA	-	-	-	USA	2024	Blackbird	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752447_NA	SRR28752447_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752448_NA	SRR28752448_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752449_NA	SRR28752449_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752450_NA	SRR28752450_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752451_NA	SRR28752451_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752452_NA	SRR28752452_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752453_NA	SRR28752453_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752454_NA	SRR28752454_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752455_NA	SRR28752455_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752456_NA	SRR28752456_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752457_NA	SRR28752457_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752458_NA	SRR28752458_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752459_NA	SRR28752459_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752460_NA	SRR28752460_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752461_NA	SRR28752461_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752462_NA	SRR28752462_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752463_NA	SRR28752463_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752464_NA	SRR28752464_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752465_NA	SRR28752465_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752466_NA	SRR28752466_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752467_NA	SRR28752467_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752468_NA	SRR28752468_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752469_NA	SRR28752469_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752470_NA	SRR28752470_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752471_NA	SRR28752471_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752472_NA	SRR28752472_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752473_NA	SRR28752473_NA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752474_NA	SRR28752474_NA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752475_NA	SRR28752475_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752476_NA	SRR28752476_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752477_NA	SRR28752477_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752478_NA	SRR28752478_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752479_NA	SRR28752479_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752480_NA	SRR28752480_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752481_NA	SRR28752481_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752482_NA	SRR28752482_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752483_NA	SRR28752483_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752484_NA	SRR28752484_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752485_NA	SRR28752485_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752486_NA	SRR28752486_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752487_NA	SRR28752487_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752488_NA	SRR28752488_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752489_NA	SRR28752489_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752490_NA	SRR28752490_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752491_NA	SRR28752491_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752492_NA	SRR28752492_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752493_NA	SRR28752493_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752494_NA	SRR28752494_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752495_NA	SRR28752495_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752496_NA	SRR28752496_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752497_NA	SRR28752497_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752498_NA	SRR28752498_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752499_NA	SRR28752499_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752500_NA	SRR28752500_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752501_NA	SRR28752501_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752502_NA	SRR28752502_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752503_NA	SRR28752503_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752504_NA	SRR28752504_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752505_NA	SRR28752505_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752506_NA	SRR28752506_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752507_NA	SRR28752507_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752508_NA	SRR28752508_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752509_NA	SRR28752509_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752510_NA	SRR28752510_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752511_NA	SRR28752511_NA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752512_NA	SRR28752512_NA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752513_NA	SRR28752513_NA	-	-	-	USA	2024	Cat	-	-	H5N1	-
